prefLabel;hasLanguage
homossexual;pt
homicida;pt
hipnotizado;pt
gêmeo;pt
gutural;pt
gratificante;pt
glacial;pt
germânico;pt
gay;pt
galante;pt
fulgurante;pt
frontal;pt
frondoso;pt
forçoso;pt
fortuito;pt
fixa;pt
fiscal;pt
finado;pt
feito;pt
fecundo;pt
fascista;pt
fabuloso;pt
explosivo;pt
executivo;pt
estável;pt
estremunhado;pt
estival;pt
estatístico;pt
esganiçado;pt
esfolado;pt
equivalente;pt
equilibrado;pt
entusiástico;pt
ensurdecedor;pt
ensonado;pt
enluvado;pt
enjoativo;pt
enganoso;pt
enfezado;pt
enfermo;pt
enfastiado;pt
enevoado;pt
encurvado;pt
encaracolado;pt
embasbacado;pt
emaranhado;pt
educacional;pt
dolente;pt
dispendioso;pt
diligente;pt
devorador;pt
desperto;pt
despenteado;pt
desdentado;pt
desdenhoso;pt
desconsolado;pt
desatento;pt
demoníaco;pt
deleitoso;pt
degradante;pt
cósmico;pt
cénico;pt
costeiro;pt
conciso;pt
conciliador;pt
comunicativo;pt
competitivo;pt
compadecido;pt
comovente;pt
coleante;pt
citadino;pt
circunspecto;pt
cinza;pt
chique;pt
certeiro;pt
cativo;pt
cativante;pt
castanho-escuro;pt
carnavalesco;pt
carmesim;pt
canino;pt
caduco;pt
brumoso;pt
bronco;pt
brincalhão;pt
bravio;pt
bento;pt
bendito;pt
beato;pt
basto;pt
bastardo;pt
aveludado;pt
auditivo;pt
assíduo;pt
assistente;pt
asseado;pt
arriscado;pt
arrepiante;pt
arranjado;pt
aromático;pt
armado;pt
aristocrático;pt
arisco;pt
apurado;pt
apreciável;pt
anônimo;pt
animador;pt
alongado;pt
alinhado;pt
alarmado;pt
agoniado;pt
afoito;pt
afetado;pt
acobreado;pt
absorvido;pt
órfão;pt
ético;pt
épico;pt
viril;pt
vincado;pt
vesgo;pt
verde-claro;pt
venturoso;pt
vegetariano;pt
vaporoso;pt
vagabundo;pt
unido;pt
tênue;pt
turbulento;pt
tumultuoso;pt
tufado;pt
trôpego;pt
transbordante;pt
transatlântico;pt
trancado;pt
traidor;pt
torcido;pt
terrestre;pt
talentoso;pt
sôfrego;pt
sumário;pt
sueco;pt
suculento;pt
subjectivo;pt
sorrateiro;pt
sonâmbulo;pt
sofredor;pt
sintético;pt
singelo;pt
sineiro;pt
similar;pt
sequioso;pt
sebento;pt
saltitante;pt
sadio;pt
sacudido;pt
régio;pt
rumoroso;pt
rudimentar;pt
roufenho;pt
rotineiro;pt
retórico;pt
retrovisor;pt
reticente;pt
repulsivo;pt
representativo;pt
repousante;pt
repetitivo;pt
rendilhado;pt
reinante;pt
refrescante;pt
recolhido;pt
quadrangular;pt
póstumo;pt
puri;pt
psíquico;pt
provocante;pt
provisório;pt
providencial;pt
propenso;pt
promíscuo;pt
proeminente;pt
prisioneiro;pt
primaveril;pt
predileto;pt
possesso;pt
possessivo;pt
portador;pt
porco;pt
populoso;pt
pop;pt
pontual;pt
pisado;pt
pio;pt
pintalgado;pt
petrificado;pt
perro;pt
pedante;pt
pecuniário;pt
pastoril;pt
pastoral;pt
parente;pt
palpitante;pt
oriundo;pt
operário;pt
ocular;pt
obsessivo;pt
oblongo;pt
numérico;pt
nuclear;pt
nublado;pt
notório;pt
nefasto;pt
nascente;pt
mínimo;pt
másculo;pt
movimentado;pt
mourisco;pt
moroso;pt
mimoso;pt
mexido;pt
meteorológico;pt
melodramático;pt
melodioso;pt
melhor;pt
mate;pt
maroto;pt
mal-educado;pt
macerado;pt
lúbrico;pt
lépido;pt
lucrativo;pt
licenciado;pt
lascivo;pt
lamacento;pt
lacônico;pt
irrisório;pt
irreparável;pt
inédito;pt
invencível;pt
inumerável;pt
intratável;pt
intimidado;pt
interrogador;pt
interino;pt
integral;pt
inspirado;pt
insone;pt
insolúvel;pt
inquiridor;pt
inovador;pt
injustificado;pt
influente;pt
inexprimível;pt
inestimável;pt
inescrutável;pt
inenarrável;pt
inebriante;pt
indomável;pt
indesejável;pt
indescritível;pt
indefinível;pt
incômodo;pt
incólume;pt
incongruente;pt
inconcebível;pt
incomum;pt
incansável;pt
inalterável;pt
inabalável;pt
imutável;pt
imune;pt
improcedente;pt
ignoto;pt
honroso;pt
hierático;pt
havaiano;pt
gritante;pt
gretado;pt
graúdo;pt
geométrico;pt
genético;pt
furado;pt
funcional;pt
frisado;pt
freqüente;pt
fogoso;pt
fervente;pt
fenício;pt
feminista;pt
fatídico;pt
fanhoso;pt
extremoso;pt
extasiado;pt
experimental;pt
etéreo;pt
esverdinhado;pt
estudioso;pt
estudado;pt
estilhaçado;pt
estampado;pt
estalado;pt
esquivo;pt
espúrio;pt
espirituoso;pt
espinhoso;pt
espectral;pt
espacial;pt
escultural;pt
esclarecido;pt
esbaforido;pt
enxuto;pt
envelhecido;pt
entusiasta;pt
entroncado;pt
entrançado;pt
enojado;pt
encerrado;pt
embuçado;pt
elogioso;pt
dotado;pt
ditoso;pt
diminuto;pt
devastador;pt
destroçado;pt
despeitado;pt
desocupado;pt
desmazelado;pt
desleixado;pt
desequilibrado;pt
deselegante;pt
descompassado;pt
descendente;pt
depravado;pt
dentário;pt
demente;pt
deformado;pt
dedicado;pt
decepcionante;pt
cívico;pt
curado;pt
cruzado;pt
crepuscular;pt
covarde;pt
costumeiro;pt
consecutivo;pt
conformado;pt
conciliatório;pt
comunitário;pt
comprometido;pt
comparável;pt
comestível;pt
cobarde;pt
ciumento;pt
choco;pt
chocho;pt
chocante;pt
categórico;pt
capitoso;pt
canhestro;pt
cambaleante;pt
cadenciado;pt
blasfemo;pt
benévolo;pt
baralhado;pt
balear;pt
azul-claro;pt
aventureiro;pt
augusto;pt
aterrador;pt
atarantado;pt
astral;pt
assombroso;pt
arruivado;pt
arrebitado;pt
arrasado;pt
arrapazado;pt
arguto;pt
arcaico;pt
arborizado;pt
aposentado;pt
angélico;pt
anelado;pt
analítico;pt
amedrontado;pt
alérgico;pt
alquebrado;pt
agonizante;pt
afrontoso;pt
aerodinâmico;pt
adúltero;pt
adotivo;pt
admissível;pt
acolchoado;pt
abrasado;pt
íntegro;pt
ácido;pt
zoológico;pt
zombeteiro;pt
xadrez;pt
vero;pt
vermelho-vivo;pt
verde-musgo;pt
venerável;pt
utilitário;pt
unânime;pt
uniformizado;pt
ululante;pt
ultrapassado;pt
tísico;pt
tumular;pt
tubular;pt
traumático;pt
transcendente;pt
torvo;pt
tormentoso;pt
tolerável;pt
tisnado;pt
temporal;pt
tempestuoso;pt
telegráfico;pt
sugestivo;pt
submerso;pt
sorumbático;pt
somenos;pt
sofrido;pt
sociável;pt
simétrico;pt
sentido;pt
seminu;pt
segundo;pt
sedentário;pt
satírico;pt
saturado;pt
salarial;pt
sacrílego;pt
rotativo;pt
revigorante;pt
retumbante;pt
retraído;pt
retorcido;pt
retardado;pt
respiratório;pt
repelente;pt
relevante;pt
reles;pt
recém-chegado;pt
recuado;pt
receptivo;pt
realizado;pt
rastejante;pt
rancoroso;pt
qualificado;pt
quadriculado;pt
pátrio;pt
purpúreo;pt
pungente;pt
pudico;pt
protestante;pt
previsto;pt
prevenido;pt
pretenso;pt
presunçoso;pt
presumível;pt
prestável;pt
posto;pt
possuidor;pt
platinado;pt
perfeccionista;pt
peremptório;pt
peregrino;pt
peludo;pt
pejado;pt
passional;pt
paroquial;pt
pardacento;pt
par;pt
palerma;pt
pachorrento;pt
ortodoxo;pt
ordenado;pt
oral;pt
onduloso;pt
oeste;pt
nédio;pt
nevado;pt
necessitado;pt
nebuloso;pt
nazi;pt
mordaz;pt
monárquico;pt
misericordioso;pt
miraculoso;pt
mina;pt
meridional;pt
mencionado;pt
mediterrânico;pt
meditabundo;pt
materialista;pt
marxista;pt
marmóreo;pt
malévolo;pt
malfadado;pt
maior;pt
magnânimo;pt
lírico;pt
luxuriante;pt
lixado;pt
lisonjeado;pt
letrado;pt
lastimável;pt
labiríntico;pt
jubiloso;pt
jeitoso;pt
irrepreensível;pt
irredutível;pt
inválido;pt
inveterado;pt
invertido;pt
inverso;pt
intransponível;pt
intimidante;pt
intermediário;pt
integrante;pt
intato;pt
insuspeito;pt
instruído;pt
insigne;pt
insidioso;pt
insatisfatório;pt
infravermelho;pt
inexperiente;pt
indócil;pt
indeterminado;pt
indelével;pt
indelicado;pt
incorrigível;pt
incorreto;pt
incontestável;pt
incondicional;pt
inaugural;pt
inato;pt
imponderável;pt
impertinente;pt
imparcial;pt
impalpável;pt
imobilizado;pt
imaturo;pt
ilustrado;pt
ilimitado;pt
idiopático;pt
hospitaleiro;pt
hirsuto;pt
hereditário;pt
habilidoso;pt
gástrico;pt
grácil;pt
gozado;pt
gorduroso;pt
geminado;pt
fértil;pt
férreo;pt
furibundo;pt
franjado;pt
fosforescente;pt
forjado;pt
folgado;pt
fodido;pt
floreado;pt
flamengo;pt
filial;pt
feudal;pt
fervoroso;pt
ferrugento;pt
fedorento;pt
fastidioso;pt
fanado;pt
falho;pt
falante;pt
extenuado;pt
experimentado;pt
exasperante;pt
estupendo;pt
estropiado;pt
estonteante;pt
estimado;pt
esticado;pt
estarrecido;pt
espumoso;pt
espaçado;pt
esgotante;pt
esdrúxulo;pt
escondIdo;pt
esbraseado;pt
ereto;pt
equivocado;pt
envolvente;pt
entorpecido;pt
ensopado;pt
ensebado;pt
ensanguentado;pt
enlameado;pt
enganador;pt
engalanado;pt
enfurecido;pt
enfraquecido;pt
enfileirado;pt
encabulado;pt
empolado;pt
efeminado;pt
eduardiano;pt
duradouro;pt
doutoral;pt
domiciliário;pt
divisório;pt
diurno;pt
displicente;pt
dinâmico;pt
dilatado;pt
digestivo;pt
devotado;pt
desrespeitoso;pt
desprovido;pt
despropositado;pt
despachado;pt
desolador;pt
desnudado;pt
desleal;pt
deslavado;pt
desinteressante;pt
desgarrado;pt
desenfreado;pt
desencontrado;pt
desejável;pt
desditoso;pt
descolorido;pt
descartável;pt
desanimador;pt
dentado;pt
democrático;pt
definido;pt
dedutível;pt
decrescente;pt
cómico;pt
curvo;pt
curativo;pt
culminante;pt
crónico;pt
contundente;pt
contraído;pt
contrafeito;pt
continental;pt
contemplativo;pt
contagioso;pt
consolador;pt
consolado;pt
consciencioso;pt
consagrado;pt
congénito;pt
condenável;pt
compulsivo;pt
composto;pt
compenetrado;pt
comovedor;pt
comedido;pt
colateral;pt
cinzento-claro;pt
censurável;pt
caótico;pt
catódico;pt
catastrófico;pt
catalão;pt
caridoso;pt
caprípede;pt
canadiano;pt
camponês;pt
campestre;pt
californiano;pt
brioso;pt
bordô;pt
biológico;pt
benigno;pt
benfazejo;pt
benevolente;pt
bege;pt
basco;pt
barrento;pt
bambo;pt
avultado;pt
avulso;pt
avesso;pt
avassalador;pt
avaro;pt
autobiográfico;pt
australiano;pt
audacioso;pt
atilado;pt
atabalhoado;pt
astronómico;pt
artista;pt
arroxeado;pt
arquitectónico;pt
argentino;pt
aproximado;pt
angular;pt
anexo;pt
amistoso;pt
ambiente;pt
amargurado;pt
amarelecido;pt
amadurecido;pt
alucinado;pt
almofadado;pt
alienado;pt
alfabético;pt
alaranjado;pt
aguçado;pt
agarrado;pt
afortunado;pt
adunco;pt
adorado;pt
adicional;pt
acerbo;pt
ósseo;pt
ímpar;pt
zonzo;pt
voluntarioso;pt
vocal;pt
viúva;pt
virginal;pt
vingador;pt
vindouro;pt
veterano;pt
vespertino;pt
verídico;pt
verosímil;pt
verossímil;pt
vermelhusco;pt
venéreo;pt
ventoso;pt
venerando;pt
vencedor;pt
varrido;pt
túrgido;pt
tumefacto;pt
trigueiro;pt
transviado;pt
transexual;pt
tramado;pt
trabalhado;pt
tigrado;pt
temático;pt
sírio;pt
sussurrante;pt
suspeitoso;pt
suportável;pt
superior;pt
suficiente;pt
subjacente;pt
soterrado;pt
socialista;pt
sobrevivente;pt
sobre-humano;pt
snob;pt
sistemático;pt
sindical;pt
sincopado;pt
simplório;pt
silente;pt
sideral;pt
siderado;pt
siciliano;pt
setentrional;pt
serviçal;pt
sepulcral;pt
senil;pt
semicircular;pt
selado;pt
sazonal;pt
satânico;pt
sanhudo;pt
sanguinolento;pt
salvador;pt
sagaz;pt
roubado;pt
rochoso;pt
risível;pt
retesado;pt
ressonante;pt
ressabiado;pt
renovado;pt
renomado;pt
renhido;pt
rematado;pt
relaxado;pt
regulamentar;pt
registrador;pt
reclinado;pt
recheado;pt
reacionário;pt
rasca;pt
rasante;pt
raquítico;pt
rançoso;pt
quimérico;pt
quezilento;pt
queixoso;pt
queimado;pt
quedo;pt
pérola;pt
pérfido;pt
puritano;pt
pródigo;pt
pré-histórico;pt
proveitoso;pt
protegido;pt
progressista;pt
produtivo;pt
prezado;pt
prestigiado;pt
preparatório;pt
premonitório;pt
povoado;pt
possante;pt
poroso;pt
ponderoso;pt
polêmico;pt
plenário;pt
plebeu;pt
platónico;pt
planeado;pt
pestilento;pt
pervertido;pt
pertinaz;pt
perpendicular;pt
pernalto;pt
peristáltico;pt
periférico;pt
penal;pt
penado;pt
peganhento;pt
pegajento;pt
pegado;pt
peco;pt
paternalista;pt
pastel;pt
pasmo;pt
partidário;pt
parrudo;pt
parlamentar;pt
panorâmico;pt
ovante;pt
ostentoso;pt
orçamental;pt
ortopédico;pt
orquestral;pt
originário;pt
opressor;pt
onírico;pt
ontológico;pt
omnipotente;pt
ofensivo;pt
obsoleto;pt
observador;pt
obsequioso;pt
não-comercial;pt
nordestino;pt
neurótico;pt
nato;pt
napolitano;pt
namorado;pt
nacarado;pt
míope;pt
métrico;pt
mundial;pt
multicor;pt
movediço;pt
mouco;pt
mortífero;pt
mortuário;pt
mortificado;pt
mor;pt
mono;pt
mofado;pt
minóico;pt
mindinho;pt
militante;pt
milionário;pt
milimétrico;pt
milagroso;pt
microscópico;pt
metido;pt
mercantil;pt
menino;pt
meloso;pt
melindroso;pt
melindrado;pt
mediano;pt
marroquino;pt
marginal;pt
maníaco;pt
manco;pt
manchado;pt
mal-cheiroso;pt
magnético;pt
magnificente;pt
machucado;pt
macedónio;pt
luzente;pt
louvável;pt
longe;pt
lodoso;pt
literal;pt
levantado;pt
lesto;pt
leonino;pt
leiteiro;pt
legível;pt
lavado;pt
lacónico;pt
lacrimejante;pt
justificável;pt
jurídico;pt
judiciário;pt
jucundo;pt
jacobeo;pt
itinerante;pt
irrefutável;pt
irreflectido;pt
iriado;pt
inóspito;pt
inábil;pt
inviolável;pt
invasor;pt
invariável;pt
inundado;pt
intruso;pt
interposto;pt
internado;pt
interdisciplinar;pt
insultuoso;pt
instrutivo;pt
inspirador;pt
inquietador;pt
inopinado;pt
inimaginável;pt
informativo;pt
informado;pt
infatigável;pt
inextinguível;pt
inerente;pt
inepto;pt
inegável;pt
indizível;pt
indiscutível;pt
indiscriminado;pt
indisciplinado;pt
indevassável;pt
incorrecto;pt
incontido;pt
inconstante;pt
incolor;pt
incisivo;pt
incaracterístico;pt
incapacitado;pt
inanimado;pt
impávido;pt
impensado;pt
imodesto;pt
imerecido;pt
imberbe;pt
ilícito;pt
ignominioso;pt
idôneo;pt
humanitário;pt
hoteleiro;pt
hexagonal;pt
herético;pt
gravatado;pt
gradual;pt
governamental;pt
glabro;pt
gira;pt
geográfico;pt
fêmeo;pt
fálico;pt
fujão;pt
fugido;pt
frígido;pt
frugal;pt
flutuante;pt
florescente;pt
floral;pt
fixe;pt
figurado;pt
fidalgo;pt
ferrado;pt
fenomenológico;pt
feiticeiro;pt
fedido;pt
fantasmagórico;pt
facial;pt
faceiro;pt
exultante;pt
extremado;pt
explicável;pt
expedito;pt
exorbitante;pt
exilado;pt
excelentíssimo;pt
exacerbado;pt
evangélico;pt
estugado;pt
estrídulo;pt
estrondoso;pt
estrito;pt
estrepitoso;pt
estouvado;pt
estonteado;pt
estatelado;pt
estabelecido;pt
esponjoso;pt
espartano;pt
esparramado;pt
espalmado;pt
esotérico;pt
esmaltado;pt
esfumado;pt
escravo;pt
escolástico;pt
escatológico;pt
escarninho;pt
esburacado;pt
esbatido;pt
errático;pt
erecto;pt
epidémico;pt
enviesado;pt
envenenado;pt
entrecortado;pt
enternecedor;pt
entaramelado;pt
entalado;pt
enrolado;pt
enregelado;pt
enlutado;pt
enlouquecido;pt
engordurado;pt
enfunado;pt
enfiado;pt
enfermiço;pt
empolgado;pt
empenado;pt
empastado;pt
empanado;pt
embrulhado;pt
emblemático;pt
emancipado;pt
eloqüente;pt
elaborado;pt
efusivo;pt
edificante;pt
doirado;pt
dobrado;pt
dividido;pt
dissoluto;pt
dispensável;pt
disfarçado;pt
disciplinar;pt
dionisíaco;pt
dinamarquês;pt
detido;pt
determinante;pt
destruidor;pt
destro;pt
despudorado;pt
desprotegido;pt
desproporcional;pt
desprezado;pt
despojado;pt
desimpedido;pt
desgostoso;pt
desfalecido;pt
desembaraçado;pt
descontrolado;pt
desconjuntado;pt
descomposto;pt
desassombrado;pt
desafogado;pt
desabalado;pt
derreado;pt
depreciativo;pt
denunciante;pt
demolidor;pt
deliciado;pt
degredado;pt
defumado;pt
definhado;pt
defensivo;pt
decoroso;pt
decadente;pt
córneo;pt
custoso;pt
cubano;pt
crível;pt
cromado;pt
crispado;pt
coçado;pt
cotidiano;pt
cosmopolita;pt
corporal;pt
coral;pt
convulsivo;pt
conversador;pt
contraditório;pt
continuado;pt
constipado;pt
consistente;pt
consequente;pt
conjunto;pt
conhecedor;pt
conforme;pt
confiável;pt
conceituado;pt
comprometedor;pt
complementar;pt
complacente;pt
compassado;pt
comedor;pt
colérico;pt
coagulado;pt
clamoroso;pt
circunstancial;pt
circundante;pt
chapado;pt
chamejante;pt
cerimonioso;pt
cendrado;pt
celular;pt
cavalheiresco;pt
cavado;pt
castelhano;pt
cartaginês;pt
carreirista;pt
cardado;pt
caprichado;pt
cantado;pt
caloso;pt
calculista;pt
bélico;pt
burlesco;pt
brilhoso;pt
bolorento;pt
bojudo;pt
blindado;pt
bisonho;pt
bem-sucedido;pt
bem-intencionado;pt
bem-humorado;pt
bem-disposto;pt
beige;pt
barrigudo;pt
barbado;pt
bamboleante;pt
bajulador;pt
bafiento;pt
badalado;pt
babado;pt
azul-pálido;pt
azul-celeste;pt
avinhado;pt
auxiliar;pt
autónomo;pt
autorizado;pt
autoral;pt
automatizado;pt
audaz;pt
atravancado;pt
aterrorizante;pt
ateniense;pt
assombrado;pt
assobradado;pt
assimétrico;pt
assanhado;pt
ascendente;pt
articulado;pt
arterial;pt
arrevesado;pt
arreganhado;pt
arraiado;pt
arfante;pt
arenoso;pt
arbitrário;pt
apresentável;pt
apostólico;pt
apocalíptico;pt
antiofídico;pt
aniversário;pt
anilado;pt
anguloso;pt
angorá;pt
anestésico;pt
anedótico;pt
amaro;pt
amarfanhado;pt
amante;pt
alvaiado;pt
alvacento;pt
aluvial;pt
alucinador;pt
alternativo;pt
almiscarado;pt
allo;pt
aliciante;pt
alcatifado;pt
agradecido;pt
africânder;pt
aflautado;pt
adulador;pt
adoptivo;pt
adiposo;pt
acordo;pt
aconchegante;pt
acidental;pt
acidentado;pt
acetinado;pt
acerado;pt
acalorado;pt
abstrato;pt
abrangente;pt
índio;pt
ímpio;pt
vívido;pt
vulcânico;pt
voyeurístico;pt
volante;pt
viável;pt
vivíparo;pt
visitante;pt
visigótico;pt
visceral;pt
vigente;pt
vienense;pt
vidente;pt
viajado;pt
vertebral;pt
vermelho-escuro;pt
vermelho-amarelado;pt
verificável;pt
verde-pálido;pt
verde-negro;pt
vencido;pt
veloce;pt
velhaco;pt
varão;pt
valoroso;pt
utópico;pt
unívoco;pt
untuoso;pt
ultramarino;pt
ultrajante;pt
ulcerado;pt
ufano;pt
túmido;pt
tórrido;pt
tórpido;pt
tuberculoso;pt
trépido;pt
truncado;pt
trocado;pt
trimestral;pt
tresmalhado;pt
tremeluzente;pt
traumatizado;pt
traquino;pt
trançado;pt
transportador;pt
transacto;pt
tranqüilizador;pt
tranquilizante;pt
toscano;pt
torturante;pt
torturado;pt
torreado;pt
topográfico;pt
togado;pt
todo-poderoso;pt
titular;pt
tirânico;pt
tirano;pt
tipográfico;pt
timbrado;pt
testamentário;pt
terrorista;pt
territorial;pt
temperamental;pt
temperado;pt
tedioso;pt
tarado;pt
taludo;pt
talhado;pt
tacanho;pt
sádico;pt
suscetível;pt
superposto;pt
sumo;pt
sugestionável;pt
subtérreo;pt
subjetivo;pt
subdesenvolvido;pt
sombreado;pt
sobrecarregado;pt
sobejo;pt
snobe;pt
situado;pt
sito;pt
sinfónico;pt
simplista;pt
silábico;pt
sigiloso;pt
sibilino;pt
siamês;pt
sexy;pt
sevilhano;pt
servo;pt
senior;pt
senhoril;pt
semiótico;pt
seminal;pt
semidestruído;pt
semi-rural;pt
seleto;pt
seleccionado;pt
sedento;pt
saturnino;pt
sarnento;pt
sapiente;pt
salutar;pt
salobro;pt
salitroso;pt
safado;pt
sado-masoquista;pt
rítmico;pt
réu;pt
ruinoso;pt
rotundo;pt
rosso;pt
rombo;pt
romancista;pt
rodoviário;pt
rodopiante;pt
revisor;pt
reumático;pt
retrógrado;pt
retrospectivo;pt
retroativo;pt
retrasado;pt
retinto;pt
retilíneo;pt
retardatário;pt
restante;pt
respeitado;pt
resfriado;pt
requebrado;pt
reprodutor;pt
reprimido;pt
repreensivo;pt
reparador;pt
rentável;pt
rente;pt
renascentista;pt
remunerador;pt
remediado;pt
remansoso;pt
relampejante;pt
reforçado;pt
reflectido;pt
redundante;pt
recém-nascido;pt
recurvo;pt
rectilíneo;pt
recriminador;pt
reconhecido;pt
reconfortado;pt
recluso;pt
rebrilhante;pt
realizável;pt
reaccionário;pt
rarefeito;pt
rapado;pt
ranhoso;pt
ralado;pt
raiado;pt
racista;pt
rabugento;pt
púnico;pt
pós-modernista;pt
pós-graduado;pt
purificador;pt
pulsante;pt
pré-menstrual;pt
provinciano;pt
prosaico;pt
propositado;pt
promissor;pt
prometido;pt
progressivo;pt
profuso;pt
profanado;pt
prioritário;pt
principiante;pt
primordial;pt
primeiro;pt
prevaricador;pt
prestigioso;pt
prestante;pt
pressuroso;pt
pressago;pt
prescindível;pt
prendado;pt
prejudicial;pt
prejudicado;pt
predominante;pt
predisposto;pt
predatório;pt
preclaro;pt
prazenteiro;pt
postal;pt
pontudo;pt
ponderado;pt
polémico;pt
polpudo;pt
policromo;pt
polegar;pt
pneumático;pt
plúmbeo;pt
plissado;pt
pitiguara;pt
piscícola;pt
pisco;pt
pirotécnico;pt
piroso;pt
piegas;pt
peçonhento;pt
pessimista;pt
permissivo;pt
periódico;pt
periclitante;pt
perdurável;pt
pensante;pt
penitente;pt
penalizado;pt
peitoral;pt
pecador;pt
pautado;pt
paulistano;pt
patrício;pt
patriótico;pt
patelar;pt
parasita;pt
paraphemo;pt
paradoxal;pt
paradisíaco;pt
palpável;pt
paisagista;pt
padroeiro;pt
outonal;pt
orçamentário;pt
orvalhado;pt
ortográfico;pt
orgásmico;pt
ordeiro;pt
oprimido;pt
opresso;pt
oportunista;pt
onomatopaico;pt
ofuscado;pt
odorífero;pt
octogonal;pt
objectivo;pt
nutritivo;pt
novelesco;pt
nodoso;pt
nevoso;pt
neura;pt
nefando;pt
nebular;pt
ndono;pt
naval;pt
nauseante;pt
nauseado;pt
natalício;pt
nasal;pt
narcisista;pt
namorador;pt
namoradeiro;pt
nacionalista;pt
mímico;pt
mutável;pt
murado;pt
mumificado;pt
multiforme;pt
mudado;pt
movente;pt
moralista;pt
montanhoso;pt
monoparental;pt
monocórdico;pt
molhada;pt
modorrento;pt
modernista;pt
mobilado;pt
mitológico;pt
mirífico;pt
mimético;pt
mimado;pt
miliário;pt
milhento;pt
mexicano;pt
metropolitano;pt
meteórico;pt
metafórico;pt
metafísico;pt
mesungueiro;pt
mestra;pt
mesclado;pt
meritório;pt
merecedor;pt
merecedente;pt
mercenário;pt
maçante;pt
maçado;pt
mavioso;pt
matemático;pt
masoquista;pt
marron;pt
marrom-metálico;pt
maricas;pt
maranhense;pt
maquinal;pt
malsão;pt
malhado;pt
malcheiroso;pt
malandro;pt
mal-intencionado;pt
mal-encarado;pt
maiúsculo;pt
magnetizado;pt
magenta;pt
lésbico;pt
lácteo;pt
lunático;pt
loquaz;pt
longitudinal;pt
longilíneo;pt
logístico;pt
litigioso;pt
limoso;pt
licencioso;pt
libidinoso;pt
liberto;pt
libertino;pt
libertador;pt
liberado;pt
leigo;pt
legendário;pt
lectivo;pt
lasso;pt
langoroso;pt
lamuriento;pt
lamentoso;pt
ladrão;pt
lacrimal;pt
kamikaze;pt
judicioso;pt
judaico-cristão;pt
jansenista;pt
islâmico;pt
irritadiço;pt
irrespirável;pt
irreprimível;pt
irrefreável;pt
irreconhecível;pt
irrealista;pt
irisado;pt
inócuo;pt
invulnerável;pt
inventivo;pt
intrínseco;pt
intrépido;pt
introvertido;pt
intrincado;pt
intrigante;pt
intransigente;pt
intragável;pt
intocado;pt
interdito;pt
intercontinental;pt
intercalar;pt
intempestivo;pt
inteligível;pt
insuspeitado;pt
insuperável;pt
insuflável;pt
instigante;pt
insofismável;pt
insinuado;pt
inscrito;pt
inquestionável;pt
inquebrantável;pt
inqualificável;pt
inominável;pt
injurioso;pt
infrutífero;pt
infinitesimal;pt
inexplorado;pt
inerme;pt
ineficaz;pt
inebriado;pt
indubitável;pt
individualista;pt
indistinguível;pt
indisposto;pt
indemne;pt
inconsolável;pt
inconfortável;pt
inconformado;pt
inconfidente;pt
incognoscível;pt
incendiário;pt
incandescente;pt
inaudito;pt
inatingível;pt
inapagável;pt
inamistoso;pt
inalterado;pt
inalienável;pt
inaceitável;pt
impulsivo;pt
impresionado;pt
importuno;pt
implorativo;pt
implausível;pt
impermeável;pt
imparável;pt
imotivado;pt
imitativo;pt
imbricado;pt
imaginável;pt
ilegítimo;pt
idóneo;pt
ibérico;pt
híbrido;pt
humorístico;pt
hospedeiro;pt
horário;pt
horripilante;pt
hormonal;pt
honorífico;pt
honorário;pt
homérico;pt
homogéneo;pt
hispânico;pt
hipotético;pt
hipocondríaco;pt
hipnótico;pt
higiênico;pt
hidráulico;pt
hidratante;pt
heterossexual;pt
hercúleo;pt
hebreu;pt
harmônico;pt
harmónico;pt
grená;pt
gramatical;pt
gradeado;pt
global;pt
glauco;pt
glamouroso;pt
gingão;pt
ginecológico;pt
gestual;pt
geriátrico;pt
georgiano;pt
geológico;pt
genérico;pt
genital;pt
generalizado;pt
garrido;pt
garantido;pt
galhardo;pt
galego;pt
gagá;pt
funéreo;pt
friorento;pt
frequentador;pt
fraterno;pt
fraternal;pt
franzino;pt
formativo;pt
formalista;pt
foragido;pt
folgazão;pt
focal;pt
fluvial;pt
fluente;pt
florestal;pt
fleumático;pt
fissípede;pt
fisionómico;pt
fisiológico;pt
filósofo;pt
fidedigno;pt
fetichista;pt
fetal;pt
fervilhante;pt
ferroviário;pt
fenomenal;pt
fendido;pt
felino;pt
fazendário;pt
faustoso;pt
farmacêutico;pt
farfalhudo;pt
fardado;pt
fanfarrão;pt
famigerado;pt
facíl;pt
fabril;pt
exímio;pt
extrovertido;pt
extremista;pt
extemporâneo;pt
expiatório;pt
existencial;pt
execrável;pt
excelso;pt
evoluído;pt
evangelista;pt
eunuco;pt
eu-próprio;pt
etário;pt
esvoaçante;pt
estupefato;pt
estrénuo;pt
estrompado;pt
estremecido;pt
estratégico;pt
estrangulado;pt
estoirado;pt
estofado;pt
estimável;pt
estereofónico;pt
estanque;pt
esquizóide;pt
esquelético;pt
espumante;pt
espreitador;pt
esporádico;pt
esportivo;pt
espichado;pt
esperançoso;pt
esperado;pt
espelhado;pt
especulativo;pt
espasmódico;pt
espalhafatoso;pt
espalhado;pt
espadaúdo;pt
esmoler;pt
esmerado;pt
esférico;pt
escuso;pt
escultórico;pt
esclerosado;pt
esclarecedor;pt
escarpado;pt
escandinavo;pt
